thread_id,first_timestamp,last_timestamp,total_duration_ms,rdb_time_ms,rdb_percentage,rdb_call_count,property_count,status,event_sequence
exec-41,15:01:12.119,15:01:12.122,5546,395,7.1,25,8660,SUCCESS_NORMAL,[15:01:12.119] === Bottleneck Point 시작 === → [15:01:12.119] 총 소요 시간: 5546ms → [15:01:12.119] RDB 조회 시간: 395ms (7.1%) → [15:01:12.119] RDB 호출 횟수: 25회 → [15:01:12.120] 총 매물 수: 8660건 → [15:01:12.120] === Bottleneck Point 종료 === → [15:01:12.120] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.121] S-06: 전세 최종 응답 생성 시작 → [15:01:12.122] 전세 지역구 추천 서비스 완료 → [15:01:12.122] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-42,15:01:12.129,15:01:12.131,5544,346,6.2,25,8660,SUCCESS_NORMAL,[15:01:12.129] === Bottleneck Point 시작 === → [15:01:12.129] 총 소요 시간: 5544ms → [15:01:12.129] RDB 조회 시간: 346ms (6.2%) → [15:01:12.130] RDB 호출 횟수: 25회 → [15:01:12.130] 총 매물 수: 8660건 → [15:01:12.130] === Bottleneck Point 종료 === → [15:01:12.130] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.131] S-06: 전세 최종 응답 생성 시작 → [15:01:12.131] 전세 지역구 추천 서비스 완료 → [15:01:12.131] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-43,15:01:12.000,15:01:12.002,5426,331,6.1,25,8660,SUCCESS_NORMAL,[15:01:12.000] === Bottleneck Point 시작 === → [15:01:12.000] 총 소요 시간: 5426ms → [15:01:12.000] RDB 조회 시간: 331ms (6.1%) → [15:01:12.000] RDB 호출 횟수: 25회 → [15:01:12.000] 총 매물 수: 8660건 → [15:01:12.000] === Bottleneck Point 종료 === → [15:01:12.000] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.001] S-06: 전세 최종 응답 생성 시작 → [15:01:12.002] 전세 지역구 추천 서비스 완료 → [15:01:12.002] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-44,15:01:12.144,15:01:12.145,5571,379,6.8,25,8660,SUCCESS_NORMAL,[15:01:12.144] === Bottleneck Point 시작 === → [15:01:12.144] 총 소요 시간: 5571ms → [15:01:12.145] RDB 조회 시간: 379ms (6.8%) → [15:01:12.145] RDB 호출 횟수: 25회 → [15:01:12.145] 총 매물 수: 8660건 → [15:01:12.145] === Bottleneck Point 종료 === → [15:01:12.145] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.145] S-06: 전세 최종 응답 생성 시작 → [15:01:12.145] 전세 지역구 추천 서비스 완료 → [15:01:12.145] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-45,15:01:12.163,15:01:12.164,5585,299,5.4,25,8660,SUCCESS_NORMAL,[15:01:12.163] === Bottleneck Point 시작 === → [15:01:12.163] 총 소요 시간: 5585ms → [15:01:12.163] RDB 조회 시간: 299ms (5.4%) → [15:01:12.163] RDB 호출 횟수: 25회 → [15:01:12.163] 총 매물 수: 8660건 → [15:01:12.163] === Bottleneck Point 종료 === → [15:01:12.163] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.164] S-06: 전세 최종 응답 생성 시작 → [15:01:12.164] 전세 지역구 추천 서비스 완료 → [15:01:12.164] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-46,15:01:11.982,15:01:11.992,5398,327,6.1,25,8660,SUCCESS_NORMAL,[15:01:11.982] === Bottleneck Point 시작 === → [15:01:11.982] 총 소요 시간: 5398ms → [15:01:11.983] RDB 조회 시간: 327ms (6.1%) → [15:01:11.983] RDB 호출 횟수: 25회 → [15:01:11.983] 총 매물 수: 8660건 → [15:01:11.983] === Bottleneck Point 종료 === → [15:01:11.983] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:11.986] S-06: 전세 최종 응답 생성 시작 → [15:01:11.992] 전세 지역구 추천 서비스 완료 → [15:01:11.992] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-47,15:01:12.112,15:01:12.114,5539,248,4.5,25,8660,SUCCESS_NORMAL,[15:01:12.112] === Bottleneck Point 시작 === → [15:01:12.112] 총 소요 시간: 5539ms → [15:01:12.113] RDB 조회 시간: 248ms (4.5%) → [15:01:12.113] RDB 호출 횟수: 25회 → [15:01:12.113] 총 매물 수: 8660건 → [15:01:12.113] === Bottleneck Point 종료 === → [15:01:12.113] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.113] S-06: 전세 최종 응답 생성 시작 → [15:01:12.114] 전세 지역구 추천 서비스 완료 → [15:01:12.114] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-48,15:01:12.176,15:01:12.177,5589,303,5.4,25,8660,SUCCESS_NORMAL,[15:01:12.176] === Bottleneck Point 시작 === → [15:01:12.176] 총 소요 시간: 5589ms → [15:01:12.176] RDB 조회 시간: 303ms (5.4%) → [15:01:12.176] RDB 호출 횟수: 25회 → [15:01:12.176] 총 매물 수: 8660건 → [15:01:12.176] === Bottleneck Point 종료 === → [15:01:12.176] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.177] S-06: 전세 최종 응답 생성 시작 → [15:01:12.177] 전세 지역구 추천 서비스 완료 → [15:01:12.177] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-49,15:01:12.129,15:01:12.131,5553,386,7.0,25,8660,SUCCESS_NORMAL,[15:01:12.129] === Bottleneck Point 시작 === → [15:01:12.129] 총 소요 시간: 5553ms → [15:01:12.130] RDB 조회 시간: 386ms (7.0%) → [15:01:12.130] RDB 호출 횟수: 25회 → [15:01:12.130] 총 매물 수: 8660건 → [15:01:12.130] === Bottleneck Point 종료 === → [15:01:12.130] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.131] S-06: 전세 최종 응답 생성 시작 → [15:01:12.131] 전세 지역구 추천 서비스 완료 → [15:01:12.131] 추천 요청 완료 - 상태: SUCCESS_NORMAL
exec-50,15:01:12.072,15:01:12.075,5491,344,6.3,25,8660,SUCCESS_NORMAL,[15:01:12.072] === Bottleneck Point 시작 === → [15:01:12.072] 총 소요 시간: 5491ms → [15:01:12.072] RDB 조회 시간: 344ms (6.3%) → [15:01:12.072] RDB 호출 횟수: 25회 → [15:01:12.072] 총 매물 수: 8660건 → [15:01:12.072] === Bottleneck Point 종료 === → [15:01:12.072] S-05: 지역구 점수 계산 및 정렬 시작 → [15:01:12.074] S-06: 전세 최종 응답 생성 시작 → [15:01:12.074] 전세 지역구 추천 서비스 완료 → [15:01:12.075] 추천 요청 완료 - 상태: SUCCESS_NORMAL
