line_number,timestamp,thread,log_level,class_name,pool_name,log_type,total,active,idle,waiting,connection_wrapper,close_reason,config_key,config_value,raw_log
293557,2026-01-07 14:00:11.635,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,POOL_STATS,6,0,6,0,,,,,"2026-01-07 14:00:11.635 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=6, active=0, idle=6, waiting=0)"
293558,2026-01-07 14:00:11.635,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,FILL_POOL,,,,,,,,,"2026-01-07 14:00:11.635 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled."
293559,2026-01-07 14:00:41.636,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,POOL_STATS,6,0,6,0,,,,,"2026-01-07 14:00:41.636 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=6, active=0, idle=6, waiting=0)"
293560,2026-01-07 14:00:41.636,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,FILL_POOL,,,,,,,,,"2026-01-07 14:00:41.636 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled."
293561,2026-01-07 14:01:11.644,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,POOL_STATS,6,0,6,0,,,,,"2026-01-07 14:01:11.644 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=6, active=0, idle=6, waiting=0)"
293562,2026-01-07 14:01:11.644,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,FILL_POOL,,,,,,,,,"2026-01-07 14:01:11.644 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled."
293563,2026-01-07 14:01:41.660,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,POOL_STATS,6,0,6,0,,,,,"2026-01-07 14:01:41.660 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=6, active=0, idle=6, waiting=0)"
293564,2026-01-07 14:01:41.660,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,FILL_POOL,,,,,,,,,"2026-01-07 14:01:41.660 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled."
293565,2026-01-07 14:02:11.672,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,POOL_STATS,6,0,6,0,,,,,"2026-01-07 14:02:11.672 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=6, active=0, idle=6, waiting=0)"
293566,2026-01-07 14:02:11.672,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,FILL_POOL,,,,,,,,,"2026-01-07 14:02:11.672 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled."
