line_number,timestamp,thread,log_level,class_name,pool_name,log_type,total,active,idle,waiting,connection_wrapper,close_reason,message,raw_log
650,16:34:58.234,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,POOL_STATS,10,0,10,0,,,"HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)","16:34:58.234 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)"
651,16:34:58.234,HikariPool-1 housekeeper,DEBUG,com.zaxxer.hikari.pool.HikariPool,HikariPool-1,FILL_POOL,,,,,,,"HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled.","16:34:58.234 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Fill pool skipped, pool has sufficient level or currently being filled."
